ID	Gene Name	Species	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KW_BIOLOGICAL_PROCESS	UP_KW_CELLULAR_COMPONENT	UP_KW_DISEASE	UP_KW_DOMAIN	UP_KW_LIGAND	UP_KW_MOLECULAR_FUNCTION	UP_KW_PTM	UP_SEQ_FEATURE
G1TFM5	ribosomal protein S5(RPS5)	Oryctolagus cuniculus			GO:0000028~ribosomal small subunit assembly,GO:0006412~translation,GO:0006450~regulation of translational fidelity,	GO:0005730~nucleolus,GO:0005840~ribosome,GO:0022626~cytosolic ribosome,GO:0022627~cytosolic small ribosomal subunit,GO:0032040~small-subunit processome,GO:0045202~synapse,	GO:0003729~mRNA binding,GO:0003735~structural constituent of ribosome,GO:0019843~rRNA binding,	IPR000235:Ribosomal_uS7,IPR005716:Ribosomal_uS7_euk/arc,IPR020606:Ribosomal_uS7_CS,IPR023798:Ribosomal_uS7_dom,IPR036823:Ribosomal_uS7_dom_sf,	ocu03010:Ribosome,ocu05171:Coronavirus disease - COVID-19,		PIRSF002122:RPS7p_RPS7a_RPS5e_RPS7o,			KW-0539~Nucleus,KW-0963~Cytoplasm,				KW-0687~Ribonucleoprotein,KW-0689~Ribosomal protein,	KW-0007~Acetylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate,DOMAIN:Small ribosomal subunit protein uS7,
Q920A6	serine carboxypeptidase 1(Scpep1)	Rattus norvegicus			GO:0006508~proteolysis,GO:0042573~retinoic acid metabolic process,GO:0045776~negative regulation of blood pressure,GO:0097746~blood vessel diameter maintenance,	GO:0005576~extracellular region,	GO:0004185~serine-type carboxypeptidase activity,	IPR001563:Peptidase_S10,IPR018202:Ser_caboxypep_ser_AS,IPR029058:AB_hydrolase,						KW-0964~Secreted,		KW-0732~Signal,		KW-0121~Carboxypeptidase,KW-0378~Hydrolase,KW-0645~Protease,	KW-0325~Glycoprotein,	CARBOHYD:N-linked (GlcNAc...) asparagine,REGION:Disordered,
Q6GLY8	serum/glucocorticoid regulated kinase 1 S homeolog(sgk1.S)	Xenopus laevis			GO:0006915~apoptotic process,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005783~endoplasmic reticulum,	GO:0004674~protein serine/threonine kinase activity,GO:0004676~3-phosphoinositide-dependent protein kinase activity,GO:0004677~DNA-dependent protein kinase activity,GO:0004679~AMP-activated protein kinase activity,GO:0004694~eukaryotic translation initiation factor 2alpha kinase activity,GO:0004711~ribosomal protein S6 kinase activity,GO:0005524~ATP binding,GO:0035175~histone H3S10 kinase activity,GO:0035402~histone H3T11 kinase activity,GO:0035403~histone H3T6 kinase activity,GO:0035979~histone H2AXS139 kinase activity,GO:0044022~histone H3S28 kinase activity,GO:0044023~histone H4S1 kinase activity,GO:0044024~histone H2AS1 kinase activity,GO:0044025~histone H2BS14 kinase activity,GO:0072354~histone H3T3 kinase activity,GO:0072371~histone H2AS121 kinase activity,GO:0072518~Rho-dependent protein serine/threonine kinase activity,GO:0106310~protein serine kinase activity,GO:0140823~histone H2BS36 kinase activity,GO:0140855~histone H3S57 kinase activity,GO:0140857~histone H3T45 kinase activity,GO:1990244~histone H2AT120 kinase activity,	IPR000719:Prot_kinase_dom,IPR000961:AGC-kinase_C,IPR008271:Ser/Thr_kinase_AS,IPR011009:Kinase-like_dom_sf,IPR017441:Protein_kinase_ATP_BS,IPR017892:Pkinase_C,	xla04068:FoxO signaling pathway,xla04148:Efferocytosis,xla04150:mTOR signaling pathway,			SM00133:S_TK_X,SM00220:S_TKc,	KW-0053~Apoptosis,KW-0346~Stress response,	KW-0256~Endoplasmic reticulum,KW-0539~Nucleus,KW-0963~Cytoplasm,			KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0418~Kinase,KW-0723~Serine/threonine-protein kinase,KW-0808~Transferase,	KW-0597~Phosphoprotein,	ACT_SITE:Proton acceptor,DOMAIN:AGC-kinase C-terminal,DOMAIN:Protein kinase,REGION:Disordered,
E6ZIJ1	sharpin and rbck1 related(shrprbck1r)	Dicentrarchus labrax			GO:0042742~defense response to bacterium,GO:0043123~positive regulation of canonical NF-kappaB signal transduction,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0097039~protein linear polyubiquitination,	GO:0071797~LUBAC complex,	GO:0004842~ubiquitin-protein transferase activity,GO:0016740~transferase activity,GO:0043130~ubiquitin binding,GO:0046872~metal ion binding,	IPR001841:Znf_RING,IPR001876:Znf_RanBP2,IPR011993:PH-like_dom_sf,IPR013083:Znf_RING/FYVE/PHD,IPR017907:Znf_RING_CS,IPR029071:Ubiquitin-like_domsf,IPR031912:Sharpin_PH,IPR036443:Znf_RanBP2_sf,IPR044066:TRIAD_supradom,IPR047557:Rcat_RBR_HOIL1,IPR047558:BRcat_RBR_HOIL1,IPR047559:HOIL1_RBR_mRING-HC-C3HC3D,IPR051628:LUBAC_E3_Ligases,				SM00547:ZnF_RBZ,	KW-0833~Ubl conjugation pathway,			KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0808~Transferase,		COMPBIAS:Polar residues,DOMAIN:Ubiquitin-like,REGION:Disordered,REGION:TRIAD supradomain,ZN_FING:IBR-type,ZN_FING:RING-type 1,ZN_FING:RING-type 2; atypical,ZN_FING:RanBP2-type,
Q66IM1	sigma non-opioid intracellular receptor 1(sigmar1)	Xenopus tropicalis			GO:0006869~lipid transport,	GO:0005634~nucleus,GO:0005635~nuclear envelope,GO:0005637~nuclear inner membrane,GO:0005640~nuclear outer membrane,GO:0005783~endoplasmic reticulum,GO:0005789~endoplasmic reticulum membrane,GO:0016020~membrane,GO:0031410~cytoplasmic vesicle,		IPR006716:ERG2_sigma1_rcpt-like,					KW-0445~Lipid transport,KW-0813~Transport,	KW-0256~Endoplasmic reticulum,KW-0472~Membrane,KW-0539~Nucleus,KW-0968~Cytoplasmic vesicle,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,		KW-0675~Receptor,		REGION:C-terminal hydrophobic region,REGION:Important for ligand-binding,SITE:Important for ligand binding,TOPO_DOM:Cytoplasmic,TOPO_DOM:Lumenal,TRANSMEM:Helical,
Q5R7W2	solute carrier family 25 member 3(SLC25A3)	Pongo abelii			GO:1990547~mitochondrial phosphate ion transmembrane transport,	GO:0005743~mitochondrial inner membrane,	GO:0005315~phosphate transmembrane transporter activity,GO:0015293~symporter activity,GO:0015317~phosphate:proton symporter activity,GO:0044877~protein-containing complex binding,	IPR018108:Mitochondrial_sb/sol_carrier,IPR023395:Mt_carrier_dom_sf,IPR044677:SLC25A3/Pic2/Mir1-like,					KW-0769~Symport,KW-0813~Transport,	KW-0472~Membrane,KW-0496~Mitochondrion,KW-0999~Mitochondrion inner membrane,		KW-0677~Repeat,KW-0809~Transit peptide,KW-0812~Transmembrane,KW-1133~Transmembrane helix,			KW-0007~Acetylation,KW-0488~Methylation,KW-0597~Phosphoprotein,	REGION:Disordered,REPEAT:Solcar,REPEAT:Solcar 1,REPEAT:Solcar 2,REPEAT:Solcar 3,TOPO_DOM:Mitochondrial intermembrane,TOPO_DOM:Mitochondrial matrix,TRANSIT:Mitochondrion,TRANSMEM:Helical,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,
Q5U3V7	solute carrier family 25 member 43(slc25a43)	Danio rerio			GO:0055085~transmembrane transport,	GO:0005739~mitochondrion,GO:0005743~mitochondrial inner membrane,GO:0016020~membrane,		IPR002067:Mit_carrier,IPR018108:Mitochondrial_sb/sol_carrier,IPR023395:Mt_carrier_dom_sf,					KW-0813~Transport,	KW-0472~Membrane,KW-0496~Mitochondrion,KW-0999~Mitochondrion inner membrane,		KW-0677~Repeat,KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REPEAT:Solcar 1,REPEAT:Solcar 2,REPEAT:Solcar 3,TRANSMEM:Helical; Name=1,TRANSMEM:Helical; Name=2,TRANSMEM:Helical; Name=3,TRANSMEM:Helical; Name=4,TRANSMEM:Helical; Name=5,TRANSMEM:Helical; Name=6,
Q13435	splicing factor 3b subunit 2(SF3B2)	Homo sapiens			GO:0000398~mRNA splicing, via spliceosome,GO:0006397~mRNA processing,GO:0008380~RNA splicing,GO:1903241~U2-type prespliceosome assembly,	GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005681~spliceosomal complex,GO:0005684~U2-type spliceosomal complex,GO:0005686~U2 snRNP,GO:0005689~U12-type spliceosomal complex,GO:0016607~nuclear speck,GO:0071005~U2-type precatalytic spliceosome,GO:0071011~precatalytic spliceosome,GO:0071013~catalytic step 2 spliceosome,	GO:0003723~RNA binding,GO:0005515~protein binding,	IPR003034:SAP_dom,IPR006568:PSP_pro-rich,IPR007180:DUF382,IPR052584:U2_snRNP_Complex_Component,	hsa03040:Spliceosome,	164210~Craniofacial microsomia,		SM00513:SAP,SM00581:PSP,	KW-0507~mRNA processing,KW-0508~mRNA splicing,KW-0945~Host-virus interaction,	KW-0539~Nucleus,KW-0747~Spliceosome,	KW-0225~Disease variant,	KW-0175~Coiled coil,			KW-0007~Acetylation,KW-0488~Methylation,KW-0597~Phosphoprotein,KW-0832~Ubl conjugation,KW-1017~Isopeptide bond,	COMPBIAS:Acidic residues,COMPBIAS:Basic and acidic residues,COMPBIAS:Basic residues,COMPBIAS:Pro residues,CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2),DOMAIN:PSP proline-rich,DOMAIN:SAP,MUTAGEN:F->A: Does not affect methylation by PRMT9; when associated with A-510.,MUTAGEN:K->A: Moderately diminished formation of omega-N monomethylarginine but greatly reduced formation of symmetrical dimethylarginine; when associated with A-507.,MUTAGEN:K->A: Moderately diminished formation of omega-N monomethylarginine but greatly reduced formation of symmetrical dimethylarginine; when associated with A-509.,MUTAGEN:K->R: Moderately diminished formation of omega-N monomethylarginine but greatly reduced formation of symmetrical dimethylarginine; when associated with R-507. Abolishes formation of omega-N monomethylarginine and formation of symmetrical dimethylarginine; when associated with K-508 and R-507.,MUTAGEN:K->R: Moderately diminished formation of omega-N monomethylarginine but greatly reduced formation of symmetrical dimethylarginine; when associated with R-509. Abolishes formation of omega-N monomethylarginine and formation of symmetrical dimethylarginine; when associated with R-508. Abolishes formation of omega-N monomethylarginine and formation of symmetrical dimethylarginine; when associated with K-508 and R-509.,MUTAGEN:R->K: Abolishes interaction with SMN1; Abolishes methylation by PRMT9. Abolishes formation of omega-N monomethylarginine and formation of symmetrical dimethylarginine; when associated with R-507. Abolishes formation of omega-N monomethylarginine and formation of symmetrical dimethylarginine; when associated with R-507. Abolishes formation of omega-N monomethylarginine and formation of symmetrical dimethylarginine; when associated with R-507 and R-509.,MUTAGEN:R->K: Does not affect methylation by PRMT9.,MUTAGEN:Y->A: Does not affect methylation by PRMT9; when associated with A-506.,REGION:Disordered,REGION:Required for interaction with PRMT9,
P50533	structural maintenance of chromosomes 2 L homeolog(smc2.L)	Xenopus laevis			GO:0030261~chromosome condensation,GO:0051276~chromosome organization,GO:0051301~cell division,	GO:0005634~nucleus,GO:0005694~chromosome,GO:0005737~cytoplasm,GO:0005829~cytosol,	GO:0005515~protein binding,GO:0005524~ATP binding,GO:0016887~ATP hydrolysis activity,	IPR003395:RecF/RecN/SMC_N,IPR010935:SMC_hinge,IPR024704:SMC,IPR027120:Smc2_ABC,IPR027417:P-loop_NTPase,IPR036277:SMC_hinge_sf,			PIRSF005719:SMC,	SM00968:SMC_hinge,	KW-0131~Cell cycle,KW-0132~Cell division,KW-0226~DNA condensation,KW-0498~Mitosis,	KW-0158~Chromosome,KW-0539~Nucleus,KW-0963~Cytoplasm,		KW-0175~Coiled coil,	KW-0067~ATP-binding,KW-0547~Nucleotide-binding,			COMPBIAS:Basic and acidic residues,DOMAIN:SMC hinge,REGION:Disordered,
Q96AY4	tetratricopeptide repeat domain 28(TTC28)	Homo sapiens			GO:0007346~regulation of mitotic cell cycle,GO:0051301~cell division,	GO:0000922~spindle pole,GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0030496~midbody,	GO:0019900~kinase binding,	IPR011990:TPR-like_helical_dom_sf,IPR019734:TPR_repeat,IPR024983:CHAT_dom,IPR052699:Reg/Mitotic_Spindle_Assoc,				SM00028:TPR,	KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0963~Cytoplasm,		KW-0175~Coiled coil,KW-0677~Repeat,KW-0802~TPR repeat,			KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Polar residues,DOMAIN:CHAT,REGION:Disordered,REPEAT:TPR,REPEAT:TPR 1,REPEAT:TPR 10,REPEAT:TPR 11,REPEAT:TPR 12,REPEAT:TPR 13,REPEAT:TPR 14,REPEAT:TPR 15,REPEAT:TPR 16,REPEAT:TPR 17,REPEAT:TPR 18,REPEAT:TPR 19,REPEAT:TPR 2,REPEAT:TPR 20,REPEAT:TPR 21,REPEAT:TPR 22,REPEAT:TPR 23,REPEAT:TPR 24,REPEAT:TPR 25,REPEAT:TPR 26,REPEAT:TPR 27,REPEAT:TPR 28,REPEAT:TPR 3,REPEAT:TPR 4,REPEAT:TPR 5,REPEAT:TPR 6,REPEAT:TPR 7,REPEAT:TPR 8,REPEAT:TPR 9,
Q80XJ3	tetratricopeptide repeat domain 28(Ttc28)	Mus musculus		Function unknown,	GO:0007346~regulation of mitotic cell cycle,GO:0051301~cell division,	GO:0005737~cytoplasm,GO:0005813~centrosome,GO:0030496~midbody,GO:0072686~mitotic spindle,GO:0097431~mitotic spindle pole,GO:1990023~mitotic spindle midzone,	GO:0019900~kinase binding,	IPR011990:TPR-like_helical_dom_sf,IPR019734:TPR_repeat,IPR024983:CHAT_dom,IPR052699:Reg/Mitotic_Spindle_Assoc,				SM00028:TPR,	KW-0131~Cell cycle,KW-0132~Cell division,KW-0498~Mitosis,	KW-0206~Cytoskeleton,KW-0963~Cytoplasm,		KW-0175~Coiled coil,KW-0677~Repeat,KW-0802~TPR repeat,			KW-0007~Acetylation,KW-0597~Phosphoprotein,	COMPBIAS:Basic and acidic residues,COMPBIAS:Polar residues,DOMAIN:CHAT,REGION:Disordered,REPEAT:TPR,REPEAT:TPR 1,REPEAT:TPR 10,REPEAT:TPR 11,REPEAT:TPR 12,REPEAT:TPR 13,REPEAT:TPR 14,REPEAT:TPR 15,REPEAT:TPR 16,REPEAT:TPR 17,REPEAT:TPR 18,REPEAT:TPR 19,REPEAT:TPR 2,REPEAT:TPR 20,REPEAT:TPR 21,REPEAT:TPR 22,REPEAT:TPR 23,REPEAT:TPR 24,REPEAT:TPR 25,REPEAT:TPR 26,REPEAT:TPR 27,REPEAT:TPR 28,REPEAT:TPR 3,REPEAT:TPR 4,REPEAT:TPR 5,REPEAT:TPR 6,REPEAT:TPR 7,REPEAT:TPR 8,REPEAT:TPR 9,
Q5ZI57	trafficking protein particle complex 3(TRAPPC3)	Gallus gallus			GO:0006888~endoplasmic reticulum to Golgi vesicle-mediated transport,GO:0006891~intra-Golgi vesicle-mediated transport,GO:0048193~Golgi vesicle transport,	GO:0000139~Golgi membrane,GO:0005783~endoplasmic reticulum,GO:0005794~Golgi apparatus,GO:0005829~cytosol,GO:0030008~TRAPP complex,GO:0033106~cis-Golgi network membrane,		IPR007194:TRAPP_component,IPR016721:Bet3,IPR024096:NO_sig/Golgi_transp_ligand-bd,			PIRSF018293:TRAPP_I_complex_Bet3,		KW-0813~Transport,KW-0931~ER-Golgi transport,	KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,					KW-0449~Lipoprotein,KW-0564~Palmitate,	LIPID:S-palmitoyl cysteine,
Q6P825	translocase of outer mitochondrial membrane 40 homolog(tomm40)	Xenopus tropicalis			GO:0006626~protein targeting to mitochondrion,GO:0006811~monoatomic ion transport,GO:0015031~protein transport,GO:0030150~protein import into mitochondrial matrix,	GO:0005739~mitochondrion,GO:0005741~mitochondrial outer membrane,GO:0005742~mitochondrial outer membrane translocase complex,GO:0046930~pore complex,	GO:0008320~protein transmembrane transporter activity,GO:0015288~porin activity,	IPR023614:Porin_dom_sf,IPR027246:Porin_Euk/Tom40,IPR037930:Tom40,	xtr04137:Mitophagy - animal,				KW-0406~Ion transport,KW-0653~Protein transport,KW-0813~Transport,	KW-0472~Membrane,KW-0496~Mitochondrion,KW-1000~Mitochondrion outer membrane,		KW-0812~Transmembrane,KW-1134~Transmembrane beta strand,		KW-0626~Porin,KW-0675~Receptor,		COMPBIAS:Basic and acidic residues,COMPBIAS:Pro residues,REGION:Disordered,
Q3U145	transmembrane protein 64(Tmem64)	Mus musculus			GO:0030316~osteoclast differentiation,GO:0043462~regulation of ATP-dependent activity,GO:0045600~positive regulation of fat cell differentiation,GO:0045668~negative regulation of osteoblast differentiation,GO:0045672~positive regulation of osteoclast differentiation,GO:0045780~positive regulation of bone resorption,GO:0051480~regulation of cytosolic calcium ion concentration,GO:0090090~negative regulation of canonical Wnt signaling pathway,	GO:0005783~endoplasmic reticulum,GO:0016020~membrane,	GO:0005515~protein binding,	IPR032816:VTT_dom,IPR053069:TVP38/TMEM64,	mmu04380:Osteoclast differentiation,					KW-0256~Endoplasmic reticulum,KW-0472~Membrane,		KW-0812~Transmembrane,KW-1133~Transmembrane helix,				REGION:Disordered,REGION:VTT domain,TRANSMEM:Helical,
E7FAM5	tripartite motif containing 71, E3 ubiquitin protein ligase(trim71)	Danio rerio			GO:0000082~G1/S transition of mitotic cell cycle,GO:0000209~protein polyubiquitination,GO:0007399~nervous system development,GO:0008543~fibroblast growth factor receptor signaling pathway,GO:0010172~embryonic body morphogenesis,GO:0021915~neural tube development,GO:0035278~miRNA-mediated gene silencing by inhibition of translation,GO:0043161~proteasome-mediated ubiquitin-dependent protein catabolic process,GO:0051865~protein autoubiquitination,GO:0072089~stem cell proliferation,GO:2000177~regulation of neural precursor cell proliferation,	GO:0000932~P-body,	GO:0004842~ubiquitin-protein transferase activity,GO:0008270~zinc ion binding,GO:0035198~miRNA binding,GO:0046872~metal ion binding,GO:0061630~ubiquitin protein ligase activity,	IPR000315:Znf_B-box,IPR001258:NHL_repeat,IPR001298:Filamin/ABP280_rpt,IPR001841:Znf_RING,IPR011042:6-blade_b-propeller_TolB-like,IPR013083:Znf_RING/FYVE/PHD,IPR013783:Ig-like_fold,IPR014756:Ig_E-set,IPR017868:Filamin/ABP280_repeat-like,IPR017907:Znf_RING_CS,IPR050952:TRIM-NHL_E3_ligases,				SM00184:RING,SM00336:BBOX,SM00557:IG_FLMN,	KW-0833~Ubl conjugation pathway,KW-0943~RNA-mediated gene silencing,	KW-0963~Cytoplasm,		KW-0175~Coiled coil,KW-0677~Repeat,KW-0863~Zinc-finger,	KW-0479~Metal-binding,KW-0862~Zinc,	KW-0217~Developmental protein,KW-0694~RNA-binding,KW-0808~Transferase,KW-9996~Developmental protein,		DOMAIN:B box-type,DOMAIN:RING-type,REGION:Disordered,REPEAT:Filamin,REPEAT:NHL,REPEAT:NHL 1,REPEAT:NHL 2,REPEAT:NHL 3,REPEAT:NHL 4,REPEAT:NHL 5,REPEAT:NHL 6,ZN_FING:B box-type 1; atypical,ZN_FING:B box-type 2,ZN_FING:RING-type,
Q29503	ubiquitin conjugating enzyme E2 R2(UBE2R2)	Oryctolagus cuniculus			GO:0000209~protein polyubiquitination,GO:0006511~ubiquitin-dependent protein catabolic process,GO:0006513~protein monoubiquitination,GO:0070936~protein K48-linked ubiquitination,		GO:0004842~ubiquitin-protein transferase activity,GO:0005524~ATP binding,GO:0061631~ubiquitin conjugating enzyme activity,	IPR000608:UBQ-conjugat_E2,IPR016135:UBQ-conjugating_enzyme/RWD,IPR023313:UBQ-conjugating_AS,IPR050113:Ub_conjugating_enzyme,	ocu04120:Ubiquitin mediated proteolysis,			SM00212:UBCc,	KW-0833~Ubl conjugation pathway,				KW-0067~ATP-binding,KW-0547~Nucleotide-binding,	KW-0808~Transferase,	KW-0597~Phosphoprotein,	ACT_SITE:Glycyl thioester intermediate,COMPBIAS:Acidic residues,DOMAIN:UBC core,REGION:Disordered,
Q96JH7	valosin containing protein interacting protein 1(VCPIP1)	Homo sapiens			GO:0006508~proteolysis,GO:0006974~DNA damage response,GO:0016320~endoplasmic reticulum membrane fusion,GO:0016567~protein ubiquitination,GO:0016579~protein deubiquitination,GO:0035871~protein K11-linked deubiquitination,GO:0071108~protein K48-linked deubiquitination,GO:0090168~Golgi reassembly,GO:0106300~protein-DNA covalent cross-linking repair,GO:1905634~regulation of protein localization to chromatin,	GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005788~endoplasmic reticulum lumen,GO:0005795~Golgi stack,	GO:0004843~cysteine-type deubiquitinase activity,GO:0005515~protein binding,	IPR003323:OTU_dom,IPR029071:Ubiquitin-like_domsf,IPR039087:VCPIP1,IPR045827:VCPIP1_N,IPR048857:OTU1_Ubl,					KW-0227~DNA damage,KW-0234~DNA repair,KW-0833~Ubl conjugation pathway,	KW-0256~Endoplasmic reticulum,KW-0333~Golgi apparatus,KW-0539~Nucleus,KW-0963~Cytoplasm,				KW-0378~Hydrolase,KW-0645~Protease,KW-0788~Thiol protease,	KW-0007~Acetylation,KW-0597~Phosphoprotein,	ACT_SITE:Nucleophile,COMPBIAS:Polar residues,COMPBIAS:Pro residues,DOMAIN:OTU,MUTAGEN:C->A: Loss of deubiquitinating activity and ability to deubiquitinate SPRTN.,MUTAGEN:S->A: Abolished phosphorylation in response to covalent DNA-protein cross-links (DPCs).,REGION:Disordered,
O60688	yippee like 1(YPEL1)	Homo sapiens				GO:0005634~nucleus,	GO:0046872~metal ion binding,	IPR004910:Yippee/Mis18/Cereblon,IPR034751:Yippee,IPR039058:Yippee_fam,						KW-0539~Nucleus,			KW-0479~Metal-binding,KW-0862~Zinc,			DOMAIN:Yippee,MOTIF:Nuclear localization signal,
