# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/05-Apul-lncRNA/lncRNAs.gtf" "-o" "../output/05-Apul-lncRNA/counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/1A10.sorted.bam" "../data/1A12.sorted.bam" "../data/1A1.sorted.bam" "../data/1A2.sorted.bam" "../data/1A8.sorted.bam" "../data/1A9.sorted.bam" "../data/1B10.sorted.bam" "../data/1B1.sorted.bam" "../data/1B2.sorted.bam" "../data/1B5.sorted.bam" "../data/1B9.sorted.bam" "../data/1C10.sorted.bam" "../data/1C4.sorted.bam" "../data/1D10.sorted.bam" "../data/1D3.sorted.bam" "../data/1D4.sorted.bam" "../data/1D6.sorted.bam" "../data/1D8.sorted.bam" "../data/1D9.sorted.bam" "../data/1E1.sorted.bam" "../data/1E3.sorted.bam" "../data/1E5.sorted.bam" "../data/1E9.sorted.bam" "../data/1F11.sorted.bam" "../data/1F4.sorted.bam" "../data/1F8.sorted.bam" "../data/1G5.sorted.bam" "../data/1H11.sorted.bam" "../data/1H12.sorted.bam" "../data/1H6.sorted.bam" "../data/1H7.sorted.bam" "../data/1H8.sorted.bam" "../data/2B2.sorted.bam" "../data/2B3.sorted.bam" "../data/2C1.sorted.bam" "../data/2C2.sorted.bam" "../data/2D2.sorted.bam" "../data/2E2.sorted.bam" "../data/2F1.sorted.bam" "../data/2G1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/1A10.sorted.bam	../data/1A12.sorted.bam	../data/1A1.sorted.bam	../data/1A2.sorted.bam	../data/1A8.sorted.bam	../data/1A9.sorted.bam	../data/1B10.sorted.bam	../data/1B1.sorted.bam	../data/1B2.sorted.bam	../data/1B5.sorted.bam	../data/1B9.sorted.bam	../data/1C10.sorted.bam	../data/1C4.sorted.bam	../data/1D10.sorted.bam	../data/1D3.sorted.bam	../data/1D4.sorted.bam	../data/1D6.sorted.bam	../data/1D8.sorted.bam	../data/1D9.sorted.bam	../data/1E1.sorted.bam	../data/1E3.sorted.bam	../data/1E5.sorted.bam	../data/1E9.sorted.bam	../data/1F11.sorted.bam	../data/1F4.sorted.bam	../data/1F8.sorted.bam	../data/1G5.sorted.bam	../data/1H11.sorted.bam	../data/1H12.sorted.bam	../data/1H6.sorted.bam	../data/1H7.sorted.bam	../data/1H8.sorted.bam	../data/2B2.sorted.bam	../data/2B3.sorted.bam	../data/2C1.sorted.bam	../data/2C2.sorted.bam	../data/2D2.sorted.bam	../data/2E2.sorted.bam	../data/2F1.sorted.bam	../data/2G1.sorted.bam
lncRNA_105	ntLink_6	13982978	13983717	+	740	20	13	141	22	0	4	0	28	7	9	5	14	20	14	8	2	18	23	0	72	9	2	13	30	63	0	84	13	0	0	21	7	42	14	0	62	76	0	0	18
lncRNA_106	ntLink_6	14461663	14467392	+	5730	117	199	88	119	140	91	223	209	110	181	142	143	216	134	48	117	148	78	71	159	134	218	97	110	157	74	176	199	48	74	191	165	209	133	93	96	217	241	180	130
lncRNA_107	ntLink_6	14988332	14992963	+	4632	12	210	43	1	8	26	150	11	108	142	30	58	18	23	0	132	183	176	93	14	16	21	76	110	213	15	38	210	0	15	71	0	25	53	14	66	78	0	16	118
lncRNA_108	ntLink_6	15045131	15050576	+	5446	22	172	33	2	2	3	89	7	16	12	0	7	18	0	2	49	36	91	26	9	3	5	56	24	95	10	2	172	0	10	36	0	4	0	1	2	94	0	14	38
lncRNA_109	ntLink_6	16651387	16651931	+	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_110	ntLink_6	16652043	16652378	+	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_111	ntLink_6	16811294	16813623	+	2330	0	0	7	0	0	0	0	0	0	11	0	0	14	0	8	0	2	0	10	0	0	11	0	1	0	0	15	0	0	0	0	0	5	0	6	29	0	0	0	0
lncRNA_112	ntLink_6	17292593	17294780	+	2188	2	6	0	7	0	0	3	0	0	0	0	0	40	5	0	0	0	2	0	9	2	5	0	5	4	2	0	6	0	2	0	0	10	11	2	13	11	0	5	8
lncRNA_113	ntLink_6	17680045	17683725	+	3681	1	0	19	14	0	3	7	0	4	36	0	26	20	9	11	19	4	5	33	5	0	1	20	6	2	0	4	0	18	0	2	8	8	1	3	2	14	0	3	0
lncRNA_114	ntLink_6	17681769	17683725	+	1957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_115	ntLink_6	17729689	17730076	+	388	6	4	0	0	0	3	0	0	0	0	0	0	0	18	0	0	0	0	0	5	5	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	39	0
lncRNA_116	ntLink_6	17884070	17884793	+	724	0	43	0	0	0	19	38	0	0	0	0	0	0	0	0	0	6	10	0	0	20	0	0	0	17	2	9	43	0	2	0	3	0	6	0	0	0	0	0	22
lncRNA_117	ntLink_6	18058697	18059448	+	752	0	5	0	0	0	10	9	4	15	23	0	0	2	0	5	0	17	11	0	0	0	11	3	5	0	0	14	5	4	0	6	1	0	1	1	9	0	0	0	0
lncRNA_118	ntLink_6	18138862	18140836	+	1975	2460	351	450	754	156	540	1046	594	649	894	1840	427	569	1506	616	1236	291	604	845	1657	548	411	1296	243	522	2369	412	351	404	2369	345	441	1250	205	395	203	728	306	1916	248
lncRNA_119	ntLink_6	18419167	18420020	+	854	5	2	29	0	26	10	8	16	24	21	0	19	14	15	2	2	34	0	0	1	9	0	27	30	9	31	10	2	0	31	34	12	0	2	0	6	0	0	34	8
lncRNA_120	ntLink_6	18459327	18464663	+	5337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_121	ntLink_6	18459335	18464663	+	5329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_122	ntLink_6	18459347	18464663	+	5317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_123	ntLink_6	18720173	18722964	+	2792	0	30	1	0	0	18	17	0	24	2	0	33	0	1	0	12	25	6	0	0	0	0	1	10	28	0	28	30	0	0	14	0	1	0	2	0	0	0	28	4
lncRNA_124	ntLink_6	18759404	18760214	+	811	0	0	34	2	1	1	7	2	17	1	6	23	1	18	1	3	0	1	0	13	6	2	0	2	6	2	7	0	3	2	6	1	4	10	0	0	13	0	16	4
lncRNA_125	ntLink_6	18949350	18949634	+	285	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0
lncRNA_126	ntLink_6	19600273	19601778	+	1506	7	2	11	1	2	2	7	2	17	6	56	14	17	28	18	6	6	8	13	3	12	0	10	4	4	24	12	2	16	24	8	23	5	5	4	9	12	0	28	0
lncRNA_127	ntLink_6	19855337	19857585	+	2249	23	119	1	120	155	346	90	3	0	94	0	12	43	50	2	102	99	230	82	14	40	43	50	0	143	4	192	119	125	4	75	105	76	77	82	47	112	43	44	77
lncRNA_128	ntLink_6	20263019	20263665	+	647	3	17	4	0	2	11	0	0	0	6	11	0	1	4	0	0	0	13	0	12	3	0	7	0	15	0	1	17	0	0	9	0	0	2	0	5	0	0	0	0
lncRNA_129	ntLink_6	20264666	20271250	+	6585	449	121	281	34	109	14	332	10	143	64	1392	167	207	151	0	906	21	125	114	187	91	107	1107	28	284	291	16	121	90	291	50	111	695	104	64	87	1093	717	2506	134
lncRNA_130	ntLink_6	20264719	20267793	+	3075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_131	ntLink_6	20265430	20267793	+	2364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_132	ntLink_6	20300832	20303193	+	2362	0	6	2	7	0	18	0	0	0	0	0	0	19	0	0	4	2	10	0	0	0	0	0	0	19	0	40	6	2	0	6	6	2	2	0	6	60	25	0	12
lncRNA_133	ntLink_6	20626871	20689993	+	63123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_134	ntLink_6	20626871	20696617	+	69747	0	1	3	0	0	4	5	0	0	0	0	0	6	2	0	3	0	38	0	4	0	1	0	0	8	0	35	1	0	0	2	0	0	0	0	8	2	4	0	9
lncRNA_135	ntLink_6	20658318	20672920	+	14603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_136	ntLink_6	20680417	20689281	+	8865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_137	ntLink_6	20700257	20700540	+	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
lncRNA_138	ntLink_6	20701494	20714052	+	12559	0	20	20	6	0	52	9	0	3	0	0	2	70	13	0	0	1	25	2	86	3	0	0	1	25	0	110	20	2	0	21	2	16	2	0	66	143	0	0	27
lncRNA_139	ntLink_6	20706016	20714052	+	8037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_140	ntLink_6	20714192	20720529	+	6338	3	36	64	64	7	94	11	0	0	0	5	8	96	7	1	9	9	37	0	27	0	11	6	4	180	1	363	36	5	1	41	46	21	4	4	108	180	31	0	46
lncRNA_141	ntLink_6	20724557	20726653	+	2097	0	63	4	16	128	265	16	0	7	1	0	4	23	0	0	61	1	81	2	0	1	20	28	3	73	1	174	63	49	1	0	16	0	41	16	49	85	23	0	57
lncRNA_142	ntLink_6	20773249	20791508	+	18260	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_143	ntLink_6	20778425	20791508	+	13084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_144	ntLink_6	20791765	20800175	+	8411	0	2	13	2	2	11	0	2	0	1	0	4	20	2	1	1	2	11	0	7	1	0	0	1	30	1	43	2	1	1	5	14	15	0	0	16	71	1	0	8
lncRNA_145	ntLink_6	20816306	20819895	+	3590	1	8	23	10	6	14	6	1	0	0	0	4	39	12	0	11	2	30	1	6	2	0	0	0	58	0	96	8	0	0	24	33	8	3	0	47	93	2	0	12
lncRNA_146	ntLink_6	20820595	20831665	+	11071	0	4	5	3	3	9	2	1	0	3	0	1	30	2	0	0	9	15	0	6	2	0	2	2	48	0	65	4	1	0	22	5	2	1	0	37	116	0	0	20
lncRNA_147	ntLink_6	20822147	20827342	+	5196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_148	ntLink_6	20822147	20828829	+	6683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_149	ntLink_6	20832026	20837698	+	5673	3	20	36	9	10	32	4	2	0	1	5	15	32	5	4	0	4	23	1	21	4	3	1	1	25	0	104	20	4	0	31	2	13	1	0	25	42	3	0	10
lncRNA_150	ntLink_6	20865867	20873900	+	8034	1	5	67	0	0	8	1	6	3	0	2	38	46	14	1	0	4	8	0	60	7	1	0	10	30	3	23	5	0	3	29	25	23	0	0	37	64	1	0	5
lncRNA_151	ntLink_6	20884883	20890641	+	5759	0	1	11	0	0	3	0	0	0	0	0	2	4	6	0	0	0	4	0	4	0	0	1	0	8	0	4	1	0	0	7	3	3	0	0	8	12	0	0	0
lncRNA_152	ntLink_6	21062410	21113639	+	51230	15	76	183	41	6	143	17	4	0	2	2	57	231	33	0	26	33	118	4	177	13	22	2	21	313	2	703	76	5	2	115	94	59	4	1	218	706	24	0	116
lncRNA_153	ntLink_6	21102344	21110038	+	7695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_154	ntLink_6	21114074	21118846	+	4773	0	23	22	10	4	22	12	1	0	1	0	3	72	1	1	16	2	61	0	7	1	2	6	0	105	0	123	23	2	0	15	21	1	1	4	47	236	8	0	20
lncRNA_155	ntLink_6	21134079	21134386	+	308	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	1	0	3	0	16	0	0	0	1	1	0	0	0	7	42	0	0	2
lncRNA_156	ntLink_6	21163670	21171006	+	7337	0	0	19	0	0	14	0	3	0	0	0	6	43	8	0	0	11	2	0	40	9	0	0	1	26	7	33	0	0	7	22	2	32	0	0	38	104	2	0	4
lncRNA_157	ntLink_6	21167758	21171006	+	3249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_158	ntLink_6	21172690	21181191	+	8502	0	6	2	0	0	10	0	0	0	0	0	0	13	2	0	0	0	30	0	0	0	0	0	0	20	0	26	6	0	0	2	4	0	0	0	1	3	0	0	6
lncRNA_159	ntLink_6	21470309	21475905	+	5597	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	7	0	5	1	0	0	0	0	0	0	0	1	1	0	0	0
lncRNA_160	ntLink_6	21500685	21510903	+	10219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_161	ntLink_6	21533050	21543211	+	10162	10	38	85	18	6	141	2	0	0	2	5	23	130	48	2	4	17	91	0	148	29	14	0	5	160	1	628	38	6	1	27	62	96	0	2	135	348	61	0	52
lncRNA_162	ntLink_6	21551309	21552365	+	1057	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0	3	4	0	0	0	0	0	0	0	0	0	1	0	0	0	8	2	0	1	0	0	0	0	0	0
lncRNA_163	ntLink_6	21551336	21551994	+	659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_164	ntLink_6	21556200	21562528	+	6329	1	3	50	9	2	6	0	1	0	0	0	22	11	9	0	2	3	13	0	91	13	0	0	4	6	0	29	3	0	0	1	5	37	0	0	14	16	0	0	11
lncRNA_165	ntLink_6	21556252	21558683	+	2432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_166	ntLink_6	21567295	21576318	+	9024	0	11	93	4	1	24	4	0	0	2	5	19	19	13	1	0	1	17	0	124	13	5	0	9	47	0	89	11	3	0	16	11	39	0	0	20	104	1	0	13
lncRNA_167	ntLink_6	21576755	21591588	+	14834	1	6	107	3	0	42	0	0	0	2	0	24	19	14	0	0	2	10	4	51	10	0	0	4	20	0	45	6	6	0	26	7	23	0	0	7	41	2	0	7
lncRNA_168	ntLink_6	21581982	21591588	+	9607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_169	ntLink_6	21596452	21602807	+	6356	1	12	52	8	8	20	4	0	0	0	0	4	50	2	0	0	2	20	0	37	4	0	0	7	56	1	127	12	0	1	6	12	25	0	0	51	116	12	0	19
lncRNA_170	ntLink_6	21609912	21612972	+	3061	0	12	9	0	2	0	12	28	26	10	0	18	34	0	2	12	13	4	0	0	0	34	0	13	0	0	0	12	0	0	30	0	0	88	0	47	0	0	0	0
lncRNA_171	ntLink_6	21614531	21620552	+	6022	9	11	71	6	5	15	1	1	0	0	5	7	52	17	1	3	16	2	0	56	4	0	0	7	44	0	177	11	0	0	46	13	39	0	0	22	80	22	0	8
lncRNA_172	ntLink_6	21623801	21626100	+	2300	6	9	6	0	2	8	0	0	0	1	1	1	13	6	0	0	6	1	0	6	3	1	0	0	8	0	41	9	0	0	7	3	0	1	0	2	60	7	0	2
lncRNA_173	ntLink_6	21773382	21784196	+	10815	0	14	111	10	9	22	1	2	1	1	4	14	71	36	1	3	12	36	16	144	4	0	0	16	84	0	189	14	0	0	35	22	57	0	0	65	148	0	0	35
lncRNA_174	ntLink_6	21777718	21780656	+	2939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_175	ntLink_6	21839275	21844304	+	5030	47	13	697	4	0	3	2	17	0	4	11	141	89	147	1	12	5	12	0	640	106	4	0	65	86	18	99	13	0	18	63	16	318	0	0	80	35	14	0	14
lncRNA_176	ntLink_6	21854440	21856515	+	2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_177	ntLink_6	21854692	21856515	+	1824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_178	ntLink_6	21934435	21940779	+	6345	17	2	133	4	11	47	15	10	19	21	4	35	48	6	3	0	20	5	18	55	6	0	0	46	37	0	98	2	3	0	42	52	26	6	2	75	91	0	0	20
lncRNA_179	ntLink_6	21944537	21946899	+	2363	15	8	218	2	0	17	0	5	1	0	12	20	55	25	0	32	1	19	0	240	25	2	0	20	59	0	183	8	1	0	19	7	103	0	2	39	223	7	0	46
lncRNA_180	ntLink_6	21947857	21949159	+	1303	3	16	48	6	2	34	0	18	0	4	0	21	80	27	3	0	15	25	0	56	9	6	0	2	83	0	135	16	1	0	69	24	13	2	0	86	110	16	0	25
lncRNA_181	ntLink_6	21949738	21957752	+	8015	16	9	105	3	2	11	0	18	0	1	0	14	80	29	2	0	5	28	2	113	15	4	1	9	74	1	134	9	0	1	34	17	77	3	0	77	100	0	2	6
lncRNA_182	ntLink_6	21982343	21993457	+	11115	15	8	110	0	0	27	3	2	0	22	4	31	65	35	1	0	11	5	0	138	23	27	2	16	30	13	120	8	4	13	61	6	44	14	0	59	82	22	18	5
lncRNA_183	ntLink_6	21992571	21993457	+	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_184	ntLink_6	22004131	22005450	+	1320	0	0	2	0	0	0	8	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	2	0	6	0	0	0	13	0	0	0	0	0	0	0	0	0
lncRNA_185	ntLink_6	22014455	22018312	+	3858	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_186	ntLink_6	22014619	22020377	+	5759	0	1	7	0	0	2	0	4	0	0	0	2	2	7	0	0	0	0	0	3	0	0	0	0	0	0	10	1	0	0	5	4	2	1	0	0	5	0	0	0
lncRNA_187	ntLink_6	22299335	22299859	+	525	82	12	39	100	17	41	27	10	95	19	29	60	54	53	6	35	13	30	18	48	26	101	55	24	33	51	19	12	68	51	7	12	58	70	35	48	30	10	84	32
lncRNA_188	ntLink_6	22628429	22629525	+	1097	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0
lncRNA_189	ntLink_6	22724962	22729379	+	4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_190	ntLink_6	22724962	22729379	+	4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_191	ntLink_6	22777123	22778219	+	1097	1	18	0	0	0	0	1	0	0	1	35	0	0	10	0	2	0	0	0	1	3	0	0	0	0	3	6	18	0	3	0	0	0	2	0	0	0	0	1	0
lncRNA_192	ntLink_6	22853225	22854179	+	955	6	7	0	1	0	6	1	0	3	8	0	0	3	6	0	2	11	6	0	5	13	1	0	1	5	4	5	7	0	4	2	0	2	1	1	4	0	0	1	4
lncRNA_193	ntLink_6	22854260	22854908	+	649	1	5	34	0	0	2	9	0	3	0	2	2	2	9	0	4	0	4	0	6	2	0	4	2	6	3	6	5	0	3	0	0	7	2	0	37	14	0	0	12
lncRNA_194	ntLink_6	62483	68696	+	6214	70	206	128	339	193	212	112	187	133	304	139	15	204	119	113	315	205	200	1103	318	178	89	160	87	290	125	614	206	101	125	350	136	299	167	308	271	159	166	222	80
lncRNA_195	ntLink_6	180986	181266	+	281	2	3	1	0	1	13	8	0	14	3	0	0	0	0	0	0	0	7	0	6	0	1	7	0	8	0	12	3	2	0	0	11	1	1	3	9	0	0	3	0
lncRNA_196	ntLink_6	211586	213782	+	2197	222	209	106	95	231	291	174	131	208	35	149	144	91	331	82	165	182	245	67	221	208	112	112	144	253	221	217	209	187	221	79	108	148	137	40	113	83	43	206	219
lncRNA_197	ntLink_6	211766	213782	+	2017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_198	ntLink_6	419473	421686	+	2214	32	10	16	0	27	6	58	5	35	52	29	8	19	71	2	21	24	45	0	7	39	5	10	26	10	5	9	10	43	5	3	52	7	22	9	15	0	0	7	24
lncRNA_199	ntLink_6	487115	505393	+	18279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_200	ntLink_6	487115	505393	+	18279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_201	ntLink_6	612731	616073	+	3343	13	51	24	33	42	37	58	31	17	91	75	5	11	38	25	77	16	20	65	61	14	19	142	17	38	12	29	51	10	12	74	3	32	16	93	33	20	0	120	10
lncRNA_202	ntLink_6	714915	717037	+	2123	9	10	0	0	12	4	8	10	16	27	18	20	2	6	0	20	23	10	32	14	10	4	2	1	8	40	2	10	8	40	12	36	17	8	2	2	28	12	12	3
lncRNA_203	ntLink_6	714993	715824	+	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_204	ntLink_6	714993	715824	+	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_205	ntLink_6	780685	782249	+	1565	1	47	17	5	55	20	20	15	22	33	0	9	11	30	0	14	16	19	21	40	56	17	12	23	17	31	40	47	27	31	31	29	7	31	12	42	4	42	0	17
lncRNA_206	ntLink_6	985094	992987	+	7894	28643	31348	8379	10345	23947	25422	30431	16780	18395	11930	9135	6937	26333	21945	5173	13049	31560	21593	7730	19428	24596	15299	12528	15311	27836	20283	25239	31348	18694	20283	23515	19458	9874	27699	5846	25057	11985	7205	10351	22640
lncRNA_207	ntLink_6	1014351	1016207	+	1857	181	536	18	19	222	150	428	427	35	440	140	13	465	335	96	409	689	453	205	248	160	407	295	38	723	169	181	536	297	169	647	257	106	553	32	389	123	41	81	205
lncRNA_208	ntLink_6	1040327	1047453	+	7127	0	23	188	8	7	5	2	34	1	26	8	60	24	67	8	18	47	63	0	105	6	4	4	6	130	0	64	23	10	0	32	13	56	31	4	48	144	12	0	22
lncRNA_209	ntLink_6	1064300	1070810	+	6511	536	873	741	1053	563	629	1008	1780	1520	1206	539	813	551	502	549	1501	1041	823	885	497	223	825	1180	454	1348	738	885	873	1161	738	1393	643	543	588	789	425	1160	625	481	546
lncRNA_210	ntLink_6	1145022	1150399	+	5378	12	11	13	0	8	8	25	1	1	11	9	7	2	2	7	15	17	8	9	6	0	8	11	4	3	1	6	11	0	1	0	16	0	17	17	4	0	24	0	2
lncRNA_211	ntLink_6	1170894	1171714	+	821	0	0	0	0	1	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
lncRNA_212	ntLink_6	1824168	1825059	+	892	0	0	2	0	6	20	4	0	19	2	0	9	0	0	6	0	20	4	0	4	0	2	4	7	6	3	20	0	2	3	6	0	0	10	0	0	0	1	0	0
lncRNA_213	ntLink_6	1997635	1999817	+	2183	4	252	52	0	0	5	19	0	15	0	0	9	0	0	0	40	0	222	0	0	0	1	22	70	193	0	15	252	0	0	0	0	0	0	0	0	70	0	0	133
lncRNA_214	ntLink_6	2206412	2213960	+	7549	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_215	ntLink_6	2206425	2213960	+	7536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_216	ntLink_6	2206467	2213960	+	7494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA_217	ntLink_6	2234261	2235786	+	1526	17	196	174	1	46	0	292	4	185	4	41	176	85	49	0	542	3	291	3	12	17	92	414	76	213	13	10	196	80	13	6	46	11	96	0	100	382	21	13	109
lncRNA_218	ntLink_6	2412718	2417035	+	4318	4000	8038	1909	3213	9235	15459	5310	5531	5722	2503	2744	1960	2374	9076	1802	4087	11849	10974	1460	3674	6388	3527	2850	3964	7589	6237	6239	8038	6245	6237	4649	3201	2680	4937	1686	3726	2184	1619	2653	7383
lncRNA_219	ntLink_6	2570680	2572329	+	1650	60	19	21	25	4	32	50	39	19	73	58	36	57	85	27	43	56	38	43	80	49	30	43	14	18	64	57	19	24	64	37	14	79	30	0	36	49	0	71	40
lncRNA_220	ntLink_6	3157072	3158840	+	1769	2	4	36	2	0	7	8	1	3	2	0	9	8	4	2	4	6	7	3	10	0	0	4	17	14	0	94	4	2	0	12	0	6	0	3	0	2	3	1	7
