"","mirna","X4","interaction","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","Source","Significance","V1","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"836","Cluster_11565","FUN_022997","Cluster_11565 _ FUN_022997",711482,"Cluster_11565","FUN_022997",0.506177450398417,0.000861052788493362,0.0631258014551173,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"838","Cluster_11565","FUN_023055","Cluster_11565 _ FUN_023055",714185,"Cluster_11565","FUN_023055",0.756798244495879,1.60518361808542e-08,5.83694711192499e-05,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"843","Cluster_11565","FUN_023357","Cluster_11565 _ FUN_023357",727904,"Cluster_11565","FUN_023357",0.666877705749704,2.61885284519156e-06,0.00225678945165619,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"849","Cluster_11565","FUN_022874","Cluster_11565 _ FUN_022874",705770,"Cluster_11565","FUN_022874",0.730455416137724,8.78178497023733e-08,0.000212590392454423,"mRNA","p < 0.05","ptg000017l:959252-969178","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"851","Cluster_11565","FUN_022875","Cluster_11565 _ FUN_022875",705821,"Cluster_11565","FUN_022875",0.574819117931987,0.000104740134422371,0.0198388905184065,"mRNA","p < 0.05","ptg000017l:973406-979393","B8V7S0","CUB and peptidase domain-containing protein 1","Acropora millepora (Staghorn coral) (Heteropora millepora)","proteolysis [GO:0006508]","GO:0004252; GO:0005576; GO:0006508"
"860","Cluster_11565","FUN_024210","Cluster_11565 _ FUN_024210",759626,"Cluster_11565","FUN_024210",0.644450583578342,7.1997264382133e-06,0.00421598509691383,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"872","Cluster_11565","FUN_026582","Cluster_11565 _ FUN_026582",849284,"Cluster_11565","FUN_026582",0.549114618557866,0.000243217513910276,0.0317570441359269,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"886","Cluster_11565","FUN_025783","Cluster_11565 _ FUN_025783",817052,"Cluster_11565","FUN_025783",0.597176549973093,4.74394094185645e-05,0.0128420115409733,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"889","Cluster_11565","FUN_027811","Cluster_11565 _ FUN_027811",877742,"Cluster_11565","FUN_027811",0.715565318602805,2.10925320047678e-07,0.000393349836764588,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"910","Cluster_11565","FUN_028982","Cluster_11565 _ FUN_028982",921245,"Cluster_11565","FUN_028982",0.532877871280344,0.000400166921077164,0.0417549656310901,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"914","Cluster_11565","FUN_030719","Cluster_11565 _ FUN_030719",977345,"Cluster_11565","FUN_030719",0.519750790682866,0.000587849379272613,0.0513329369715141,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"926","Cluster_11565","FUN_032001","Cluster_11565 _ FUN_032001",1019318,"Cluster_11565","FUN_032001",0.60828851306386,3.12928827958432e-05,0.0100857053250238,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"933","Cluster_11565","FUN_032396","Cluster_11565 _ FUN_032396",1037780,"Cluster_11565","FUN_032396",0.559539483392798,0.000174266733547989,0.0263619337071974,"mRNA","p < 0.05","ptg000023l:31474761-31534750","Q6V0K7","Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)","Rattus norvegicus (Rat)","urate homeostasis [GO:1903118]","GO:0005201; GO:0005509; GO:0005615; GO:0005635; GO:0009986; GO:1903118"
"934","Cluster_11565","FUN_032403","Cluster_11565 _ FUN_032403",1036505,"Cluster_11565","FUN_032403",0.694324026263408,6.72241304786555e-07,0.000903460526391048,"mRNA","p < 0.05","ptg000023l:31584615-31590028","Q6V0K7","Oncoprotein-induced transcript 3 protein (Liver-specific zona pellucida domain-containing protein)","Rattus norvegicus (Rat)","urate homeostasis [GO:1903118]","GO:0005201; GO:0005509; GO:0005615; GO:0005635; GO:0009986; GO:1903118"
"938","Cluster_11565","FUN_032889","Cluster_11565 _ FUN_032889",1057466,"Cluster_11565","FUN_032889",0.790417945434207,1.30885646289511e-09,8.06757046631584e-06,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"944","Cluster_11565","FUN_029711","Cluster_11565 _ FUN_029711",953120,"Cluster_11565","FUN_029711",0.534157222705313,0.000385121074370747,0.0408968044155384,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"946","Cluster_11565","FUN_029878","Cluster_11565 _ FUN_029878",955772,"Cluster_11565","FUN_029878",0.810153710762828,2.40624039029994e-10,2.07476590651124e-06,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"947","Cluster_11565","FUN_029950","Cluster_11565 _ FUN_029950",959138,"Cluster_11565","FUN_029950",0.749222258711604,2.6730191414276e-08,8.5525747783801e-05,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"948","Cluster_11565","FUN_030073","Cluster_11565 _ FUN_030073",962606,"Cluster_11565","FUN_030073",0.84795122236018,5.02882693838189e-12,9.49455721486414e-08,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"956","Cluster_11565","FUN_034386","Cluster_11565 _ FUN_034386",1110659,"Cluster_11565","FUN_034386",0.683752772021744,1.15468226574684e-06,0.0013040466617915,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"967","Cluster_11565","FUN_036214","Cluster_11565 _ FUN_036214",1184303,"Cluster_11565","FUN_036214",0.752334992690844,2.17248345211208e-08,7.39315868603304e-05,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"981","Cluster_11565","FUN_037678","Cluster_11565 _ FUN_037678",1227755,"Cluster_11565","FUN_037678",0.570296356290977,0.000122094174486999,0.0217187536436717,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"982","Cluster_11565","FUN_037680","Cluster_11565 _ FUN_037680",1226276,"Cluster_11565","FUN_037680",0.751784978498605,2.25404570080579e-08,7.57001272937095e-05,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"996","Cluster_11565","FUN_037040","Cluster_11565 _ FUN_037040",1203224,"Cluster_11565","FUN_037040",0.508279403112923,0.000812469746026383,0.0611184823869001,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1003","Cluster_11565","FUN_038783","Cluster_11565 _ FUN_038783",1277429,"Cluster_11565","FUN_038783",0.822430246130073,7.57556854149597e-11,8.54921848829174e-07,"mRNA","p < 0.05","ptg000027l:11391264-11392308","F1R332","Galanin receptor 2a","Danio rerio (Zebrafish) (Brachydanio rerio)","adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; neuropeptide signaling pathway [GO:0007218]","GO:0004966; GO:0005886; GO:0007188; GO:0007218; GO:0008528"
"1013","Cluster_11565","FUN_038260","Cluster_11565 _ FUN_038260",1254887,"Cluster_11565","FUN_038260",0.628610224850125,1.40209370966433e-05,0.00632975886456082,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1021","Cluster_11565","FUN_038626","Cluster_11565 _ FUN_038626",1272023,"Cluster_11565","FUN_038626",0.595130879840036,5.11302062077581e-05,0.0133869555964568,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1033","Cluster_11565","FUN_041451","Cluster_11565 _ FUN_041451",1352246,"Cluster_11565","FUN_041451",0.583851580783386,7.65912823221382e-05,0.0166767399613863,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1034","Cluster_11565","FUN_041459","Cluster_11565 _ FUN_041459",1352450,"Cluster_11565","FUN_041459",0.540865233069435,0.000314220858647377,0.0366800969433947,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1035","Cluster_11565","FUN_041486","Cluster_11565 _ FUN_041486",1353725,"Cluster_11565","FUN_041486",0.541383439054473,0.000309265565780631,0.0363601876282714,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1044","Cluster_11565","FUN_041905","Cluster_11565 _ FUN_041905",1373513,"Cluster_11565","FUN_041905",0.550363394105205,0.000233831280048666,0.0310157156365925,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1051","Cluster_11565","FUN_043642","Cluster_11565 _ FUN_043642",1439252,"Cluster_11565","FUN_043642",0.517113926506509,0.000633883877580432,0.0535314829980841,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1063","Cluster_11565","FUN_043303","Cluster_11565 _ FUN_043303",1423442,"Cluster_11565","FUN_043303",0.534801090575752,0.000377742393147665,0.0404611867898369,"mRNA","p < 0.05","ptg000047l:6773488-6781649","Q9Z0S2","LIM/homeobox protein Lhx2 (Homeobox protein LH-2) (LIM homeobox protein 2)","Mus musculus (Mouse)","anatomical structure formation involved in morphogenesis [GO:0048646]; axon extension [GO:0048675]; axon guidance [GO:0007411]; brain development [GO:0007420]; cerebral cortex development [GO:0021987]; dorsal/ventral pattern formation [GO:0009953]; hair follicle development [GO:0001942]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; mesoderm development [GO:0007498]; negative regulation of gene expression, epigenetic [GO:0045814]; negative regulation of neurogenesis [GO:0050768]; negative regulation of transcription regulatory region DNA binding [GO:2000678]; nervous system development [GO:0007399]; neural tube closure [GO:0001843]; neurogenesis [GO:0022008]; neuron differentiation [GO:0030182]; olfactory bulb development [GO:0021772]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of neural precursor cell proliferation [GO:2000179]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; retina development in camera-type eye [GO:0060041]; telencephalon development [GO:0021537]; telencephalon regionalization [GO:0021978]","GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0001843; GO:0001942; GO:0003682; GO:0005634; GO:0005654; GO:0006357; GO:0007399; GO:0007411; GO:0007420; GO:0007498; GO:0009953; GO:0021537; GO:0021772; GO:0021978; GO:0021987; GO:0022008; GO:0030182; GO:0043565; GO:0045199; GO:0045814; GO:0045893; GO:0045944; GO:0046872; GO:0048646; GO:0048675; GO:0050768; GO:0060041; GO:2000179; GO:2000678"
"1075","Cluster_12081","FUN_000572","Cluster_12081 _ FUN_000572",132429,"Cluster_12081","FUN_000572",0.794977251992864,8.99657963982065e-10,5.97744435139346e-06,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1076","Cluster_12081","FUN_000610","Cluster_12081 _ FUN_000610",134061,"Cluster_12081","FUN_000610",0.677731353769689,1.55600251524279e-06,0.00159976346518076,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1084","Cluster_12081","FUN_003882","Cluster_12081 _ FUN_003882",39507,"Cluster_12081","FUN_003882",0.592654902523567,5.5945522675423e-05,0.0140173189946374,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1089","Cluster_12081","FUN_004105","Cluster_12081 _ FUN_004105",47769,"Cluster_12081","FUN_004105",0.782076498446414,2.53902843026102e-09,1.38679202868115e-05,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1102","Cluster_12081","FUN_005146","Cluster_12081 _ FUN_005146",93108,"Cluster_12081","FUN_005146",0.817842121289203,1.17862027060307e-10,1.15957648692306e-06,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1106","Cluster_12081","FUN_005395","Cluster_12081 _ FUN_005395",103308,"Cluster_12081","FUN_005395",0.528064241332794,0.000461611152804704,0.0451205570375094,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1113","Cluster_12081","FUN_003384","Cluster_12081 _ FUN_003384",26706,"Cluster_12081","FUN_003384",-0.513963043683526,0.000693091739183899,0.0561509978316693,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1116","Cluster_12081","FUN_006440","Cluster_12081 _ FUN_006440",220761,"Cluster_12081","FUN_006440",0.677564520852342,1.56876163521956e-06,0.00160836736483979,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1129","Cluster_12081","FUN_006897","Cluster_12081 _ FUN_006897",240141,"Cluster_12081","FUN_006897",0.5276247635926,0.000467621086851854,0.0453842607120854,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1136","Cluster_12081","FUN_006173","Cluster_12081 _ FUN_006173",211785,"Cluster_12081","FUN_006173",0.5602869139888,0.000170078300876174,0.0260150643526955,"mRNA","p < 0.05","ptg000001l:8743950-8795430","Q99315","Transposon Ty3-G Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-1 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p61 (IN); Integrase p58 (IN)]","Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)","DNA integration [GO:0015074]; DNA recombination [GO:0006310]; proteolysis [GO:0006508]; transposition, RNA-mediated [GO:0032197]","GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"1137","Cluster_12081","FUN_006175","Cluster_12081 _ FUN_006175",211836,"Cluster_12081","FUN_006175",0.545655413886341,0.000271014240337318,0.0337430867189319,"mRNA","p < 0.05","ptg000001l:8815213-8822390","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"1138","Cluster_12081","FUN_006211","Cluster_12081 _ FUN_006211",212601,"Cluster_12081","FUN_006211",0.567878017233456,0.000132403613050026,0.022717973268586,"mRNA","p < 0.05","ptg000001l:9281265-9288434","Q7RTR2","NLR family CARD domain-containing protein 3 (CARD15-like protein) (Caterpiller protein 16.2) (CLR16.2) (NACHT, LRR and CARD domains-containing protein 3) (Nucleotide-binding oligomerization domain protein 3)","Homo sapiens (Human)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; intracellular signal transduction [GO:0035556]; negative regulation of cytokine production involved in inflammatory response [GO:1900016]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fibroblast proliferation [GO:0048147]; negative regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043124]; negative regulation of inflammatory response [GO:0050728]; negative regulation of innate immune response [GO:0045824]; negative regulation of interferon-alpha production [GO:0032687]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; negative regulation of NLRP3 inflammasome complex assembly [GO:1900226]; negative regulation of phosphatidylinositol 3-kinase signaling [GO:0014067]; negative regulation of tumor necrosis factor production [GO:0032720]; T cell activation [GO:0042110]","GO:0005524; GO:0005737; GO:0005829; GO:0007249; GO:0014067; GO:0032088; GO:0032687; GO:0032688; GO:0032715; GO:0032720; GO:0034451; GO:0035556; GO:0036312; GO:0042110; GO:0043124; GO:0043231; GO:0045824; GO:0048147; GO:0048471; GO:0050680; GO:0050728; GO:1900016; GO:1900226; GO:1901223"
"1141","Cluster_12081","FUN_008540","Cluster_12081 _ FUN_008540",300066,"Cluster_12081","FUN_008540",0.535275498273922,0.000372387084434772,0.0401501554526155,"mRNA","p < 0.05","ptg000002l:12671800-12693133","D3YXG0","Hemicentin-1 (Fibulin-6) (FIBL-6)","Mus musculus (Mouse)","actin filament reorganization [GO:0090527]; basement membrane organization [GO:0071711]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]","GO:0005509; GO:0005576; GO:0005604; GO:0005737; GO:0005912; GO:0005927; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0051301; GO:0062023; GO:0071711; GO:0090527"
"1145","Cluster_12081","FUN_008803","Cluster_12081 _ FUN_008803",311949,"Cluster_12081","FUN_008803",0.529037020506977,0.00044855342388663,0.0444353645943753,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1147","Cluster_12081","FUN_007610","Cluster_12081 _ FUN_007610",259266,"Cluster_12081","FUN_007610",0.554062305068031,0.000207911010043859,0.0291146337062553,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
"1156","Cluster_12081","FUN_009699","Cluster_12081 _ FUN_009699",347292,"Cluster_12081","FUN_009699",0.565479728172775,0.000143398153411584,0.0235916631436572,"mRNA","p < 0.05","ptg000004l:10522790-10528672","Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"1157","Cluster_12081","FUN_009746","Cluster_12081 _ FUN_009746",348720,"Cluster_12081","FUN_009746",0.561545614728094,0.000163229655363731,0.0253952251063681,"mRNA","p < 0.05",NA,NA,NA,NA,NA,NA
